ÃÄ«~¥N½X,ÃÄ«~¦WºÙ,¼Æ¶q
KC00271248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,0
KC00274229,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 10.00 ML,11486
KC00285248,CYTOMEGALOVIRUS IMMUNOGLOBULIN ¡A ª`®g¾¯ ¡A 50.00 ML,5161
KC00308240,IMMUNE GLOBULIN OF THE RABBIT ¡A ª`®g¾¯ ¡A 25.00 MG,8461
KC00375248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,42620.5
KC00380248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,80
KC00427299,FACTOR VIII (°ª¯Â«×) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,2465500
KC00430299,FACTOR VIII (°ª¯Â«×) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,3504000
KC00452206,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A .50 ML,26
KC00452209,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 1.00 ML,1601
KC00452221,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 5.00 ML,12194
KC00461265,TETANUS IMMUNOGLOBULIN ¡A ª`®g¾¯ ¡A 250.00 ¡A IU,13
KC00462209,RHO(D)IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 1.5KIU,223
KC00487248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,7618
KC00491248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,50702
KC00520277,FACTOR II + FACTOR VII + FACTOR IX + FACTOR X¡A ª`®g¾¯¡A 500.00IU,2080
KC00525299,BOTULINUM TOXIN TYPE A ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,4239670.5
KC00580219,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 4.00 KIU,2780
KC00580229,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 10.00 KIU,0
KC00581209,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 1.00 KIU,175
KC00582212,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 2.00 KIU,9952.1
KC00595266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,760
KC00596266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,28
KC00601265,INTERFERON BETA-1B ¡A ª`®g¾¯ ¡A 250.00 MCG,2539
KC00608299,GAMMA-FIX(NONACOG ALFA) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,8428000
KC00621212,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
KC00621219,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 4.00 KIU,0
KC00622219,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 4.00 KIU,0
KC00622221,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 5.00 KIU,0
KC00630299,FACTOR VIII (°ª¯Â«×) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,242250
KC00643221,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 5.00 ML,2198
KC00644299,FACTOR VIII (°ª¯Â«×) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,1852056
KC00645221,EPOETIN BETA ¡A ª`®g¾¯ ¡A 5.00 KIU,0
KC00646212,EPOETIN BETA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
KC00653209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,29312.2
KC00657209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,40405.7
KC00663209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,262106.3
KC00670282,FILGRASTIM ¡A ª`®g¾¯ ¡A 300.00 MCG,173124.5
KC00677243,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 30.00 ¡A IU,639
KC00683236,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 16.00 ¡A IU,457.5
KC00709248,EPOETIN BETA ¡A ª`®g¾¯ ¡A 50.00 KIU,0
KC00711280,FILGRASTIM ¡A ª`®g¾¯ ¡A 150.00 MCG,28514
KC00712266,FILGRASTIM ¡A ª`®g¾¯ ¡A 75.00 MCG,16889
KC00713240,ETANERCEPT ¡A ª`®g¾¯ ¡A 25.00 MG,1517
KC00728266,INSULIN GLARGINE ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,107742
KC00729266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,43168.5
KC00735209,GLUCAGON ¡A ª`®g¾¯ ¡A 1.00 MG,4181
KC00739209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,1103339.4
KC00743248,PLASMINOGEN ACTIVATOR RECOMBINANT HUMAN TISSUE-TYPE A ¡A ª`®g¾¯ ¡A 50.00 MG,6613.3
KC00745209,INSULIN GLARGINE¡A ª`®g¾¯¡A 1000.00¡A U,8483
KC00746209,HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR ¡A ª`®g¾¯ ¡A 1000 IU,1388
KC00747277,HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR ¡A ª`®g¾¯ ¡A 500 IU,110
KC00756265,LENOGRASTIM ¡A ª`®g¾¯ ¡A 250.00 MCG,59846
KC00757255,LENOGRASTIM ¡A ª`®g¾¯ ¡A 100.00 MCG,50666
KC00760209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,32552.7
KC00761210,RASBURICASE ¡A ª`®g¾¯ ¡A 1.50 MG,4021
KC00768266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,0
KC00777248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,48712
KC00787216,TERIPARATIDE ¡A ª`®g¾¯ ¡A 600-750.00 MCG,36619
KC00795266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,6
KC00796240,IMMUNOGLOBULIN (IVIG) ¡A ª`®g¾¯ ¡A 2.50 GM,5327
KC00796255,IMMUNOGLOBULIN (IVIG) ¡A ª`®g¾¯ ¡A 10.00 GM,401
KC00803266,INSULIN GLULISINE¡A PENFILL¡A ª`®g¾¯¡A 300.00¡A IU,169500.5
KC00807219,BEVACIZUMAB¡Aª`®g¾¯¡A 100.00 MG,275708.2
KC00810266,INSULIN DETEMIR ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,244877.7
KC00820266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,1440676.5
KC00823266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,1724075.1
KC00835261,OMALIZUMAB¡A ª`®g¾¯¡A 150.00MG,8825
KC00836299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,676000
KC00838299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,280000
KC00841248,IMMUNOGLOBULIN (IVIG) ¡A ª`®g¾¯ ¡A 3.00 GM,46093
KC00842248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,17565
KC00844299,FACTOR VIII (°ª¯Â«×) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,27250
KC00845244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 36.00 ¡A IU,10782.5
KC00846248,ETANERCEPT ¡A ª`®g¾¯ ¡A 50.00 MG,54189
KC00851240,ETANERCEPT ¡A ª`®g¾¯ ¡A 25.00 MG,157809.1
KC00852299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,1030578
KC00854299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,231000
KC00857244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 36.00 ¡A IU,363
KC00867295,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ¡A ª`®g¾¯ ¡A 75 MCG/0.3ML,13
KC00868248,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ¡A ª`®g¾¯ ¡A 50¡A MCG/0.3ML,89452.9
KC00869255,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ¡A ª`®g¾¯ ¡A 100 MCG/0.3ML,81236
KC00870299,BOTULINUM TOXIN TYPE A-DYSPORT ¡A ª`®g¾¯ ¡A 1.00 ¡A U,1382919
KC00874219,BEVACIZUMAB¡Aª`®g¾¯¡A 100.00 MG,0
KC00875221,EPOETIN BETA ¡A ª`®g¾¯ ¡A 5.00 KIU,59844
KC00876212,EPOETIN BETA ¡A ª`®g¾¯ ¡A 2.00 KIU,24168.5
KC00877238,CETUXIMAB ¡A ª`®g¾¯ ¡A 100.00 MG,159123.8
KC00878248,FACTOR VII ¡A ª`®g¾¯ ¡A 50¡AKIU,5482
KC008792FM,RANIBIZUMAB ¡A ª`®g¾¯ ¡A1.65 -3 MG,282
KC00896243,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 30.00 ¡A IU,2423
KC00897265,ABATACEPT¡A ª`®g¾¯¡A 250.00 MG,33425
KC00898266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,326933
KC00899266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,905872.7
KC00900266,INSULIN LISPRO ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,46710.2
KC00907219,tocilizumab¡A ª`®g¾¯¡A 80.00 mg,30148
KC00907229,tocilizumab¡A ª`®g¾¯¡A 200.00 mg,23944.7
KC00907238,tocilizumab¡A ª`®g¾¯¡A 400.00 mg,24
KC00908266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,1968
KC00911206,Golimumab  ª`®g¾¯¡A 50-100MG,45315
KC00911209,Golimumab  ª`®g¾¯¡A 50-100MG,21
KC00914216,LIRAGLUTIDE ¡A ª`®g¾¯ ¡A 18MG,70764.8
KC00918209,DENOSUMAB ¡A ª`®g¾¯¡A 60MG,263887.7
KC00919280,PEGFILGRASTIM¡A ª`®g¾¯¡A 6.00 MG,1327
KC00922248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,58
KC00923248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,82817
KC009242FO,DENOSUMAB¡A ª`®g¾¯¡A 120MG,88600.5
KC00926248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,130
KC009272B4,ROMIPLOSTIM ¡A ª`®g¾¯ ¡A 375.00 MCG,10547
KC00928229,RITUXIMAB ¡A ª`®g¾¯ ¡A 100.00 MG,12048.6
KC00928248,RITUXIMAB ¡A ª`®g¾¯ ¡A 500.00 MG,13076.2
KC00932244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ¡A ª`®g¾¯ ¡A 36.00 ¡A IU,11270.2
KC00935257,BELIMUMAB ¡A ª`®g¾¯ ¡A 120 MG,7755
KC00935271,BELIMUMAB ¡A ª`®g¾¯ ¡A 400 MG,644
KC00936248,AFLIBERCEPT ¡A ª`®g¾¯ ¡A 2.00 MG,73286.6
KC00940229,EPOETIN BETA ¡A ª`®g¾¯ ¡A 10.00 KIU,0
KC00941221,Panitumumab¡A ª`®g¾¯¡A 100MG,23069
KC00942233,PERTUZUMAB ¡A ª`®g¾¯ ¡A 420 MG,14689
KC00945258,ABATACEPT ¡A ª`®g¾¯ ¡A 125.00 MG,23240
KC00949255,TRASTUZUMAB EMTANSINE ¡A ª`®g¾¯ ¡A 100 MG,6310.3
KC009492AX,TRASTUZUMAB EMTANSINE ¡A ª`®g¾¯ ¡A 160 MG,1881.6
KC00952206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 60.00 MCG,4761
KC00953206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 40.00 MCG,7011.6
KC00955206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 20.00 MCG,262981
KC00956206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 10.00 MCG,0
KC00957206,USTEKINUMAB ¡A ª`®g¾¯ ¡A 45-90 MG,336
KC00957209,USTEKINUMAB ¡A ª`®g¾¯ ¡A 45-90 MG,1283
KC00958229,IPILIMUMAB ¡A ª`®g¾¯ ¡A 50 MG,71
KC00959248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,62841
KC00960248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,31034
KC009612B5,TRASTUZUMAB ¡A ª`®g¾¯ ¡A420.00~440.00 MG,22080.9
KC00962277,HEPATITIS B IMMUNE GLOBULIN ¡A ª`®g¾¯ ¡A 10.00 ML,1242
KC00964248,BRENTUXIMAB VEDOTIN ¡A ª`®g¾¯ ¡A50MG,2699
KC00965248,IMMUNOGLOBULIN (IVIG) ¡A ª`®g¾¯ ¡A 5.00 GM,28011
KC00969214,INACTIVATED RABIES VIRUS ¡A ª`®g¾¯ ¡A 2.50 IU,803
KC00971299,GAMMA-FIX(NONACOG ALFA) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,342038
KC00973245,OBINUTUZUMAB ¡A ª`®g¾¯ ¡A 1 GM,325
KC00977208,TOCILIZUMAB ¡A ª`®g¾¯ ¡A 162 MG,77932.9
KC00978206,DULAGLUTIDE ¡A ª`®g¾¯ ¡A 0.75-1.50 MG,452473.1
KC00979206,DULAGLUTIDE ¡A ª`®g¾¯ ¡A 0.75-1.50 MG,34161
KC00980255,INFLIXIMAB ¡A ª`®g¾¯ ¡A 100 MG,5177
KC00984255,SILTUXIMAB ¡A ª`®g¾¯ ¡A 100 MG,1276
KC00990288,RANIBIZUMAB ¡A ª`®g¾¯ ¡A1.65 -3 MG,12251
KC00991209,SECUKINUMAB ¡A ª`®g¾¯ ¡A 150 MG,19765
KC00996299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,279000
KC00999229,RAMUCIRUMAB ¡A ª`®g¾¯ ¡A 100 MG,1120
KC00999248,RAMUCIRUMAB ¡A ª`®g¾¯ ¡A 500 MG,51
KC01010206,palivizumab 50mg¡A ª`®g¾¯,22019.3
KC01011272,INSULIN GLARGINE ¡A  PENFILL ¡A ª`®g¾¯ ¡A 450.00 ¡A IU,2152210.3
KC01013229,NIVOLUMAB ¡A ª`®g¾¯ ¡A 100 MG,8120
KC01013230,NIVOLUMAB ¡A ª`®g¾¯ ¡A 120 MG,8379
KC01015255,MEPOLIZUMAB ¡A ª`®g¾¯ ¡A 100 MG,359
KC01016299,FACTOR IX (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,1311000
KC01017299,FACTOR IX (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,1516004
KC01018299,FACTOR IX (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,37250
KC01019299,FACTOR IX (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,3139000
KC01021266,ELOTUZUMAB ¡A ª`®g¾¯ ¡A 300 MG,449
KC010222FY,RITUXIMAB ¡A ª`®g¾¯ ¡A 1400 MG,6686
KC01024209,CERTOLIZUMAB PEGOL ¡A ª`®g¾¯ ¡A 200 MG,56493
KC01025219,PEMBROLIZUMAB ¡A ª`®g¾¯ ¡A 100 MG,24510
KC01026299,FACTOR VIII (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,160750
KC01027299,FACTOR VIII (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,3717000
KC01029299,FACTOR VIII (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,20999024
KC01031299,FACTOR VIII (°ò¦]«¬) Fc Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,26513000
KC01033209,EVOLOCUMAB ¡A ª`®g¾¯ ¡A 140 MG,1921
KC01034266,VEDOLIZUMAB ¡A ª`®g¾¯ ¡A 300 MG,4275
KC01035255,INFLIXIMAB ¡A ª`®g¾¯ ¡A 100 MG,4149
KC01037209,ALIROCUMAB ¡A ª`®g¾¯ ¡A 75-150 MG,6465
KC01039271,ADALIMUMAB ¡A ª`®g¾¯ ¡A 40.00 MG,109657
KC01040296,BLINATUMOMAB ¡A ª`®g¾¯ ¡A 35 MCG,2193
KC01041248,IDARUCIZUMAB ¡A ª`®g¾¯ ¡A 2.5 GM,237
KC01042299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,2725001
KC01043299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,847501
KC01048229,IMMUNOGLOBULIN ¡A ª`®g¾¯ ¡A 2 GM,366
KC01050238,ATEZOLIZUMAB ¡A ª`®g¾¯ ¡A 1200 ~1875MG,15644
KC01051248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,5193
KC01052248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,3580
KC01053216,INSULIN DEGLUDEC 300 U +/- INSULIN ASPART 300 U ¡A PENFILL ¡A ª`®g¾¯,2553897.7
KC01054266,INSULIN DEGLUDEC 300 U +/- INSULIN ASPART 300 U ¡A PENFILL ¡A ª`®g¾¯,1783154.2
KC01055299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,10000
KC01056221,DARATUMUMAB ¡A ª`®g¾¯ ¡A 100 MG,15585
KC01056238,DARATUMUMAB ¡A ª`®g¾¯ ¡A 400 MG,4231
KC01060299,FACTOR IX (°ò¦]«¬) Albumin Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,691500
KC01061299,FACTOR IX (°ò¦]«¬) Albumin Fusion Protein ¡A ª`®g¾¯ ¡A 1 IU,1607000
KC01062209,OMALIZUMAB¡A ª`®g¾¯¡A 150.00MG,47403
KC01063209,IXEKIZUMAB ¡A ª`®g¾¯ ¡A 80 MG,22291.1
KC01065221,TRASTUZUMAB ¡A ª`®g¾¯ ¡A 600.00 MG,25130
KC01067209,CANAKINUMAB ¡A ª`®g¾¯ ¡A 150.00 MG,44
KC01069299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,759000
KC01070299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,4492000
KC01071299,FACTOR VIII (°ò¦]«¬) PEGylated ¡A ª`®g¾¯ ¡A 1 IU,809500
KC01072299,FACTOR VIII (°ò¦]«¬) PEGylated ¡A ª`®g¾¯ ¡A 1 IU,7398000
KC01073299,FACTOR VIII (°ò¦]«¬) PEGylated ¡A ª`®g¾¯ ¡A 1 IU,6220000
KC010762DA,BRODALUMAB ¡A ª`®g¾¯ ¡A 210 MG,21488
KC01077209,GUSELKUMAB ¡A ª`®g¾¯ ¡A 100 MG,7958
KC01080216,INSULIN GLARGINE ¡A 300 IU + LIXISENATIDE 150 MCG ¡A PENFILL ¡A ª`®g¾¯,283826.2
KC01081209,INOTUZUMAB OZOGAMICIN ¡A ª`®g¾¯ ¡A 1 MG,144
KC01082212,DUPILUMAB ¡A ª`®g¾¯ ¡A 200-300 MG,17031
KC01084241,USTEKINUMAB ¡A ª`®g¾¯ ¡A 130 MG,953
KC01085229,AVELUMAB ¡A ª`®g¾¯ ¡A 200 MG,3093
KC01086299,EMICIZUMAB ¡A ª`®g¾¯ ¡A 1 MG,27780
KC01087299,EMICIZUMAB ¡A ª`®g¾¯ ¡A 1 MG,424140
KC010892B5,TRASTUZUMAB ¡A ª`®g¾¯ ¡A420.00~440.00 MG,3280.3
KC01094229,RITUXIMAB ¡A ª`®g¾¯ ¡A 100.00 MG,1355.6
KC01094248,RITUXIMAB ¡A ª`®g¾¯ ¡A 500.00 MG,2004
KC01099277,FILGRASTIM ¡A ª`®g¾¯ ¡A 300.00 MCG,41390
KC01101209,BENRALIZUMAB ¡A ª`®g¾¯ ¡A 30 MG,2935
KC01103299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,1197000
KC01104299,FACTOR VIII (°ò¦]«¬) ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,12760000
KC01106248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,302
KC01107210,SEMAGLUTIDE ¡A ª`®g¾¯ ¡A 2-4 MG,52080.7
KC01107216,SEMAGLUTIDE ¡A ª`®g¾¯ ¡A 2-4 MG,318806.5
KC01108280,PEGFILGRASTIM¡A ª`®g¾¯¡A 6.00 MG,9002.5
KC011092BK,RISANKIZUMAB ¡A ª`®g¾¯ ¡A 75 MG,2703
KC011112DE,TRASTUZUMAB ¡A ª`®g¾¯ ¡A420.00~440.00 MG,28
KC01113209,GALCANEZUMAB ¡A ª`®g¾¯ ¡A 120MG,1859
KC011162B5,TRASTUZUMAB ¡A ª`®g¾¯ ¡A420.00~440.00 MG,2471.8
KC01117219,BEVACIZUMAB¡Aª`®g¾¯¡A 100.00 MG,37313
KC01118229,RITUXIMAB ¡A ª`®g¾¯ ¡A 100.00 MG,2196
KC01118248,RITUXIMAB ¡A ª`®g¾¯ ¡A 500.00 MG,2147
KC01120299,FACTOR VIII (°ò¦]«¬) PEGYLATED-AUCL ¡A ª`®g¾¯ ¡A 1 IU,713000
KC01121299,FACTOR VIII (°ò¦]«¬) PEGYLATED-AUCL ¡A ª`®g¾¯ ¡A 1 IU,5163000
KC01122299,FACTOR VIII (°ò¦]«¬) PEGYLATED-AUCL ¡A ª`®g¾¯ ¡A 1 IU,2974000
KC01123243,POLATUZUMAB VEDOTIN ¡A ª`®g¾¯ ¡A 30 MG,576
KC01129299,FACTOR IX (°ò¦]«¬) NONACOG BETA PEGOL ¡A ª`®g¾¯ ¡A 1 IU,456019
KC01131299,FACTOR IX (°ò¦]«¬) NONACOG BETA PEGOL ¡A ª`®g¾¯ ¡A 1 IU,1956022
KC011332BL,DUPILUMAB ¡A ª`®g¾¯ ¡A 200-300 MG,1918
KC011372BN,ROMOSOZUMAB ¡A ª`®g¾¯ ¡A 105 MG,74986.5
KC01138210,FREMANEZUMAB ¡A ª`®g¾¯ ¡A 225 MG,2807
KC01139209,ETANERCEPT ¡A ª`®g¾¯ ¡A 50.00 MG,487
KC01143209,SATRALIZUMAB ¡A ª`®g¾¯ ¡A 120 MG,269
KC01144209,MEPOLIZUMAB ¡A ª`®g¾¯ ¡A 100 MG,8262
KC01147221,ISATUXIMAB ¡A ª`®g¾¯ ¡A 100 MG,277
KC01147240,ISATUXIMAB ¡A ª`®g¾¯ ¡A 500 MG,13
KC01151213,TERIPARATIDE ¡A ª`®g¾¯ ¡A 600-750.00 MCG,4194
KC01154283,ADALIMUMAB ¡A ª`®g¾¯ ¡A 40.00 MG,1030
KC01160299,FACTOR  VIII (°ò¦]«¬) TUROCTOCOG ALFA PEGOL ¡A ª`®g¾¯ ¡A 1 IU,485500
KC01161299,FACTOR  VIII (°ò¦]«¬) TUROCTOCOG ALFA PEGOL ¡A ª`®g¾¯ ¡A 1 IU,5136000
KC01166209,RISANKIZUMAB ¡A ª`®g¾¯ ¡A 150 MG,3618
KC01166213,RISANKIZUMAB ¡A ª`®g¾¯ ¡A 360 MG,9
KC01172235,PERTUZUMAB 1200 MG +TRASTUZUMAB 600MG  ¡A ª`®g¾¯,19
KC01173229,PERTUZUMAB 600 MG +TRASTUZUMAB 600MG  ¡A ª`®g¾¯,80
KC01175220,DINUTUXIMAB  ¡A ª`®g¾¯ ¡A 20 MG,359
KC01176297,TISAGENLECLEUCEL ¡A ª`®g¾¯ ¡A 1.2 X 10^6 - 6.0 X 10^8 CAR-POSITIVE VIABLE T CELLS,41
KC01183280,PEGFILGRASTIM¡A ª`®g¾¯¡A 6.00 MG,217
KC01185219,BEVACIZUMAB¡Aª`®g¾¯¡A 100.00 MG,1950
KC011862H0,VEDOLIZUMAB ¡A ª`®g¾¯ ¡A 108 MG,101
KC01205271,ADALIMUMAB ¡A ª`®g¾¯ ¡A 40.00 MG,298
KC01206262,SACITUZUMAB GOVITECAN ¡A ª`®g¾¯ ¡A 180 MG,17372.2
KC01208229,RISANKIZUMAB ¡A ª`®g¾¯ ¡A 600 MG,92
KC01210225,SPESOLIMAB ¡A ª`®g¾¯ ¡A 450 MG,18
KC01213243,ENFORTUMAB VEDOTIN ¡Aª`®g¾¯ ¡A 30MG,4358
KC01214248,FARICIMAB ¡A ª`®g¾¯ ¡A 6 MG,9028
KC01215234,TEZEPELUMAB ¡A ª`®g¾¯ ¡A 210 MG,459
KC01218206,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 40 IU,554705.5
KC01231212,ANIFROLUMAB ¡A ª`®g¾¯ ¡A 300 MG,3
KC01234299,FACTOR  VIII (°ò¦]«¬) EFANESOCTOCOG ALFA ¡A ª`®g¾¯ ¡A 1 IU,11500
KC01235299,FACTOR  VIII (°ò¦]«¬) EFANESOCTOCOG ALFA ¡A ª`®g¾¯ ¡A 1 IU,160500
KC01236299,FACTOR  VIII (°ò¦]«¬) EFANESOCTOCOG ALFA ¡A ª`®g¾¯ ¡A 1 IU,1135000
KC01237299,FACTOR  VIII (°ò¦]«¬) EFANESOCTOCOG ALFA ¡A ª`®g¾¯ ¡A 1 IU,660000
KC01238248,IMMUNOGLOBULIN (IVIG) ¡A ª`®g¾¯ ¡A 5.00 GM,671
KC01239248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,14812
N000007100,INOSITOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
N000051100,PANTOTHENATE CALCIUM 10.000MG + DEHYDROCHOLIC ACID 5.000MG + THIOCTIC ACID (=VIT B14=ALPHA-LIPOIC ACID) 5.000MG + NIACINAMIDE (=NICOTINAMIDE) 15.000MG + THIAMINE MONONITRATE 5.000MG + RIBOFLAVIN (=VIT B2) 2.000MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
N000055100,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
N000077100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,647
N000084100,VITAMIN B1 50MG + VITAMIN B2 2-5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
N000102100,PHENAZOPYRIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
N000107100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,378981.9
N000138100,PROPANTHELINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,0
N000162100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,793319.7
